INDEXFORSAVE,LAYER,LAYER_V7,NAME,X,Y,XSIZE,YSIZE,SHAPE,UNIQUEID,status
832,TOP,,1,6248.3401mil,4060.109mil,19.685mil,23.622mil,RECTANGLE,DVOEIYKM,geometry_only_unconfirmed
833,TOP,,2,6287.7102mil,4060.109mil,19.685mil,23.622mil,RECTANGLE,YDEGTUMC,geometry_only_unconfirmed
834,TOP,,1,3592.55mil,3072.7224mil,12.5984mil,14.1732mil,RECTANGLE,PIMECMXJ,geometry_only_unconfirmed
835,TOP,,2,3614.5972mil,3072.7224mil,12.5984mil,14.1732mil,RECTANGLE,ORQLDSIF,geometry_only_unconfirmed
836,TOP,,1,3592.55mil,3104.2184mil,12.5984mil,14.1732mil,RECTANGLE,JLYTUAQH,geometry_only_unconfirmed
837,TOP,,2,3614.5972mil,3104.2184mil,12.5984mil,14.1732mil,RECTANGLE,TPXJCRVF,geometry_only_unconfirmed
838,TOP,,1,3625.3692mil,3141.7449mil,19.685mil,23.622mil,RECTANGLE,XVOTTQKN,geometry_only_unconfirmed
839,TOP,,2,3585.9991mil,3141.7449mil,19.685mil,23.622mil,RECTANGLE,TUKWNTEH,geometry_only_unconfirmed
840,TOP,,1,4350.1882mil,6694.8798mil,19.685mil,23.622mil,RECTANGLE,XUJFXSXN,geometry_only_unconfirmed
841,TOP,,2,4389.5583mil,6694.8798mil,19.685mil,23.622mil,RECTANGLE,INLBDBTK,geometry_only_unconfirmed
842,TOP,,1,4073.8965mil,3078.1864mil,12.5984mil,14.1732mil,RECTANGLE,IBKEWTDL,geometry_only_unconfirmed
843,TOP,,2,4095.9437mil,3078.1864mil,12.5984mil,14.1732mil,RECTANGLE,MKUMKENJ,geometry_only_unconfirmed
844,TOP,,1,4073.8965mil,3039.3826mil,12.5984mil,14.1732mil,RECTANGLE,WRNCBMWI,geometry_only_unconfirmed
845,TOP,,2,4095.9437mil,3039.3826mil,12.5984mil,14.1732mil,RECTANGLE,IJJDCPLC,geometry_only_unconfirmed
846,TOP,,1,5258.4251mil,4073.6784mil,12.5984mil,14.1732mil,RECTANGLE,YVODGBAA,geometry_only_unconfirmed
847,TOP,,2,5258.4251mil,4051.6312mil,12.5984mil,14.1732mil,RECTANGLE,TIGDSULC,geometry_only_unconfirmed
848,TOP,,1,5289.9211mil,4051.6312mil,12.5984mil,14.1732mil,RECTANGLE,SLBFGTAU,geometry_only_unconfirmed
849,TOP,,2,5289.9211mil,4073.6784mil,12.5984mil,14.1732mil,RECTANGLE,FPIFPRFM,geometry_only_unconfirmed
850,TOP,,1,5449.1041mil,4073.6784mil,12.5984mil,14.1732mil,RECTANGLE,HSVXMVTY,geometry_only_unconfirmed
851,TOP,,2,5449.1041mil,4051.6312mil,12.5984mil,14.1732mil,RECTANGLE,RWRQNRWE,geometry_only_unconfirmed
852,TOP,,1,5485.6001mil,4051.6312mil,12.5984mil,14.1732mil,RECTANGLE,CDEVDIRV,geometry_only_unconfirmed
853,TOP,,2,5485.6001mil,4073.6784mil,12.5984mil,14.1732mil,RECTANGLE,EWKBGJXJ,geometry_only_unconfirmed
854,TOP,,1,4282.3891mil,4667.3352mil,19.685mil,23.622mil,RECTANGLE,MOQQSOYV,geometry_only_unconfirmed
855,TOP,,2,4243.019mil,4667.3352mil,19.685mil,23.622mil,RECTANGLE,JEJHNFIP,geometry_only_unconfirmed
856,TOP,,1,4282.3891mil,4538.5186mil,19.685mil,23.622mil,RECTANGLE,AKJBKXSI,geometry_only_unconfirmed
857,TOP,,2,4243.019mil,4538.5186mil,19.685mil,23.622mil,RECTANGLE,CERLXEKL,geometry_only_unconfirmed
858,TOP,,2,5266.9498mil,2540.0196mil,33.4646mil,31.4961mil,RECTANGLE,KEIOTXRP,geometry_only_unconfirmed
859,TOP,,1,5322.0679mil,2540.0196mil,33.4646mil,31.4961mil,RECTANGLE,YYGCQHFE,geometry_only_unconfirmed
860,TOP,,1,4621.8652mil,4357.1926mil,19.685mil,23.622mil,RECTANGLE,KEJUNCKL,geometry_only_unconfirmed
861,TOP,,2,4621.8652mil,4317.8225mil,19.685mil,23.622mil,RECTANGLE,BJFCNRAJ,geometry_only_unconfirmed
862,TOP,,1,4560.8242mil,4826.6562mil,19.685mil,23.622mil,RECTANGLE,CYDLPGAO,geometry_only_unconfirmed
863,TOP,,2,4560.8242mil,4866.0263mil,19.685mil,23.622mil,RECTANGLE,LLLDTAMA,geometry_only_unconfirmed
864,TOP,,2,5992.0738mil,2242.6815mil,33.4646mil,31.4961mil,RECTANGLE,GIDPSRJR,geometry_only_unconfirmed
865,TOP,,1,5992.0738mil,2297.7996mil,33.4646mil,31.4961mil,RECTANGLE,DDJKSTKY,geometry_only_unconfirmed
866,TOP,,1,5929.3531mil,4703.1351mil,19.685mil,23.622mil,RECTANGLE,EWIFKKEW,geometry_only_unconfirmed
867,TOP,,2,5889.983mil,4703.1351mil,19.685mil,23.622mil,RECTANGLE,VCDOVPJY,geometry_only_unconfirmed
868,TOP,,1,5974.8468mil,2773.1141mil,68.8976mil,43.3071mil,RECTANGLE,HDWRRYKJ,geometry_only_unconfirmed
869,TOP,,2,5868.5476mil,2773.1141mil,68.8976mil,43.3071mil,RECTANGLE,CIASJOFD,geometry_only_unconfirmed
870,TOP,,1,5792.7434mil,4702.9288mil,19.685mil,23.622mil,RECTANGLE,HOAHMHWV,geometry_only_unconfirmed
871,TOP,,2,5832.1135mil,4702.9288mil,19.685mil,23.622mil,RECTANGLE,AWRXQRDE,geometry_only_unconfirmed
872,TOP,,1,3443.6336mil,3299.1495mil,19.685mil,23.622mil,RECTANGLE,SFUFSMMO,geometry_only_unconfirmed
873,TOP,,2,3443.6336mil,3338.5196mil,19.685mil,23.622mil,RECTANGLE,QUPPOUSV,geometry_only_unconfirmed
874,TOP,,1,6140.452mil,4240.9873mil,19.685mil,23.622mil,RECTANGLE,AXYWYMQQ,geometry_only_unconfirmed
875,TOP,,2,6101.0819mil,4240.9873mil,19.685mil,23.622mil,RECTANGLE,WMHPQNHW,geometry_only_unconfirmed
876,TOP,,1,6141.5195mil,4292.3631mil,19.685mil,23.622mil,RECTANGLE,IKLWOOBS,geometry_only_unconfirmed
877,TOP,,2,6102.1494mil,4292.3631mil,19.685mil,23.622mil,RECTANGLE,MVSTONSQ,geometry_only_unconfirmed
878,TOP,,1,6576.1985mil,3232.8078mil,19.685mil,23.622mil,RECTANGLE,OPICTQPL,geometry_only_unconfirmed
879,TOP,,2,6615.5686mil,3232.8078mil,19.685mil,23.622mil,RECTANGLE,DCQURXQC,geometry_only_unconfirmed
880,TOP,,1,3610.2665mil,2426.6612mil,19.685mil,23.622mil,RECTANGLE,XKDNOJNH,geometry_only_unconfirmed
881,TOP,,2,3570.8964mil,2426.6612mil,19.685mil,23.622mil,RECTANGLE,LRBUKWHL,geometry_only_unconfirmed
882,TOP,,1,3570.8965mil,2480.4969mil,19.685mil,23.622mil,RECTANGLE,QWYASLGB,geometry_only_unconfirmed
883,TOP,,2,3610.2666mil,2480.4969mil,19.685mil,23.622mil,RECTANGLE,HSWWTIVD,geometry_only_unconfirmed
884,TOP,,1,5533.198mil,3306.187mil,19.685mil,23.622mil,RECTANGLE,JWUPFMKC,geometry_only_unconfirmed
885,TOP,,2,5533.198mil,3345.5571mil,19.685mil,23.622mil,RECTANGLE,SWMNUKNW,geometry_only_unconfirmed
886,TOP,,1,5417.6081mil,4051.6312mil,12.5984mil,14.1732mil,RECTANGLE,NMMJIHQX,geometry_only_unconfirmed
887,TOP,,2,5417.6081mil,4073.6784mil,12.5984mil,14.1732mil,RECTANGLE,BPNLVXAO,geometry_only_unconfirmed
888,TOP,,1,5387.8643mil,4084.3083mil,19.685mil,23.622mil,RECTANGLE,XGUOKJSW,geometry_only_unconfirmed
889,TOP,,2,5387.8643mil,4044.9382mil,19.685mil,23.622mil,RECTANGLE,ANVPTQST,geometry_only_unconfirmed
890,TOP,,1,4286.6768mil,6525.4112mil,19.685mil,23.622mil,RECTANGLE,DBWDEMHY,geometry_only_unconfirmed
891,TOP,,2,4286.6768mil,6564.7813mil,19.685mil,23.622mil,RECTANGLE,EPKQBAEH,geometry_only_unconfirmed
892,TOP,,1,4054.2195mil,4949.2912mil,55.1181mil,43.3071mil,RECTANGLE,YHDUIRJL,geometry_only_unconfirmed
893,TOP,,2,3995.1644mil,4949.2912mil,55.1181mil,43.3071mil,RECTANGLE,PXECBOUI,geometry_only_unconfirmed
894,TOP,,2,5668.4536mil,3007.3543mil,24mil,15mil,RECTANGLE,JBARWSDD,geometry_only_unconfirmed
895,TOP,,1,5668.4536mil,3047.3543mil,24mil,15mil,RECTANGLE,QUXTQURG,geometry_only_unconfirmed
896,TOP,,2,4024.6919mil,5054.4729mil,33.4646mil,31.4961mil,RECTANGLE,XJXKGVFN,geometry_only_unconfirmed
897,TOP,,1,4024.6919mil,5109.591mil,33.4646mil,31.4961mil,RECTANGLE,AHFXMGHW,geometry_only_unconfirmed
898,TOP,,1,4831.8681mil,4119.325mil,9.8425mil,11.811mil,ROUNDEDRECTANGLE,QKEIUHYY,geometry_only_unconfirmed
899,TOP,,2,4831.8681mil,4095.703mil,9.8425mil,11.811mil,ROUNDEDRECTANGLE,STELIBKQ,geometry_only_unconfirmed
900,TOP,,1,4947.7854mil,4118.1839mil,9.8425mil,11.811mil,ROUNDEDRECTANGLE,SDLVBOSP,geometry_only_unconfirmed
901,TOP,,2,4947.7854mil,4094.5619mil,9.8425mil,11.811mil,ROUNDEDRECTANGLE,BVEVWHAR,geometry_only_unconfirmed
902,TOP,,1,4947.7853mil,4502.5535mil,9.8425mil,11.811mil,ROUNDEDRECTANGLE,AOWFKTJC,geometry_only_unconfirmed
903,TOP,,2,4947.7853mil,4478.9315mil,9.8425mil,11.811mil,ROUNDEDRECTANGLE,WCSAVGPC,geometry_only_unconfirmed
904,TOP,,1,4183.3453mil,2526.1008mil,19.685mil,23.622mil,RECTANGLE,VKVVBNEK,geometry_only_unconfirmed
905,TOP,,2,4143.9752mil,2526.1008mil,19.685mil,23.622mil,RECTANGLE,VSSNOEST,geometry_only_unconfirmed
906,TOP,,1,4897.7854mil,4118.1839mil,9.8425mil,11.811mil,ROUNDEDRECTANGLE,KDIIVDTJ,geometry_only_unconfirmed
907,TOP,,2,4897.7854mil,4094.5619mil,9.8425mil,11.811mil,ROUNDEDRECTANGLE,JUTTPIFF,geometry_only_unconfirmed
908,TOP,,1,5059.4794mil,4135.9487mil,19.685mil,23.622mil,RECTANGLE,KPECQNRE,geometry_only_unconfirmed
909,TOP,,2,5098.8495mil,4135.9487mil,19.685mil,23.622mil,RECTANGLE,CFGCJEAM,geometry_only_unconfirmed
910,TOP,,1,4897.4811mil,4502.5535mil,9.8425mil,11.811mil,ROUNDEDRECTANGLE,LVPLQWKY,geometry_only_unconfirmed
911,TOP,,2,4897.4811mil,4478.9315mil,9.8425mil,11.811mil,ROUNDEDRECTANGLE,IJSINKJN,geometry_only_unconfirmed
912,TOP,,2,5202.55mil,2330.7358mil,19.685mil,23.622mil,RECTANGLE,NHILJHTF,geometry_only_unconfirmed
913,TOP,,1,5241.9201mil,2330.7358mil,19.685mil,23.622mil,RECTANGLE,YUSFVUKA,geometry_only_unconfirmed
914,TOP,,1,6055.436mil,3232.8068mil,19.685mil,23.622mil,RECTANGLE,JBLGQLTS,geometry_only_unconfirmed
915,TOP,,2,6094.8061mil,3232.8068mil,19.685mil,23.622mil,RECTANGLE,AATFNBBA,geometry_only_unconfirmed
916,TOP,,1,5202.5501mil,2293.8746mil,19.685mil,23.622mil,RECTANGLE,GMHSEYBF,geometry_only_unconfirmed
917,TOP,,2,5241.9202mil,2293.8746mil,19.685mil,23.622mil,RECTANGLE,YINGCVUY,geometry_only_unconfirmed
918,TOP,,1,4627.7179mil,3673.96mil,19.685mil,23.622mil,RECTANGLE,UKUVRCFG,geometry_only_unconfirmed
919,TOP,,2,4627.7179mil,3713.3301mil,19.685mil,23.622mil,RECTANGLE,ABWLLRLW,geometry_only_unconfirmed
920,TOP,,1,4946.8793mil,5014.1847mil,19.685mil,23.622mil,RECTANGLE,WJQAFQQM,geometry_only_unconfirmed
921,TOP,,2,4907.5092mil,5014.1847mil,19.685mil,23.622mil,RECTANGLE,UHUBAMSK,geometry_only_unconfirmed
922,TOP,,1,4097.9122mil,3236.233mil,12.5984mil,14.1732mil,RECTANGLE,GDDSITKV,geometry_only_unconfirmed
923,TOP,,2,4075.865mil,3236.233mil,12.5984mil,14.1732mil,RECTANGLE,KSLSHRBN,geometry_only_unconfirmed
924,TOP,,1,4095.9437mil,3275.6031mil,12.5984mil,14.1732mil,RECTANGLE,WEICSSRF,geometry_only_unconfirmed
925,TOP,,2,4073.8965mil,3275.6031mil,12.5984mil,14.1732mil,RECTANGLE,KOGJDKEB,geometry_only_unconfirmed
926,TOP,,1,4095.9437mil,3157.4929mil,12.5984mil,14.1732mil,RECTANGLE,KQRSOIUS,geometry_only_unconfirmed
927,TOP,,2,4073.8965mil,3157.4929mil,12.5984mil,14.1732mil,RECTANGLE,CMDGERVV,geometry_only_unconfirmed
928,TOP,,1,4319.1679mil,4958.1017mil,19.685mil,23.622mil,RECTANGLE,NINUWWYM,geometry_only_unconfirmed
929,TOP,,2,4319.1679mil,4997.4718mil,19.685mil,23.622mil,RECTANGLE,CBQPVEWV,geometry_only_unconfirmed
930,TOP,,1,4319.1679mil,4825.418mil,19.685mil,23.622mil,RECTANGLE,SOPHJLEL,geometry_only_unconfirmed
931,TOP,,2,4319.1679mil,4864.7881mil,19.685mil,23.622mil,RECTANGLE,LPMHXAQY,geometry_only_unconfirmed
932,TOP,,1,5244.1838mil,4585.9364mil,9.8425mil,11.811mil,ROUNDEDRECTANGLE,KDWGWIUN,geometry_only_unconfirmed
933,TOP,,2,5220.5618mil,4585.9364mil,9.8425mil,11.811mil,ROUNDEDRECTANGLE,YVCFWKJK,geometry_only_unconfirmed
934,TOP,,1,4469.7052mil,4330.5519mil,9.8425mil,11.811mil,ROUNDEDRECTANGLE,XWHARNAN,geometry_only_unconfirmed
935,TOP,,2,4469.7052mil,4354.1739mil,9.8425mil,11.811mil,ROUNDEDRECTANGLE,MTECIYQJ,geometry_only_unconfirmed
936,TOP,,1,5778.5501mil,3293.4488mil,19.685mil,23.622mil,RECTANGLE,IACUTKTA,geometry_only_unconfirmed
937,TOP,,2,5778.5501mil,3332.8189mil,19.685mil,23.622mil,RECTANGLE,SJPUTAGJ,geometry_only_unconfirmed
938,TOP,,1,5655.5501mil,3293.4488mil,19.685mil,23.622mil,RECTANGLE,NEYQMURI,geometry_only_unconfirmed
939,TOP,,2,5655.5501mil,3332.8189mil,19.685mil,23.622mil,RECTANGLE,YEPEXONN,geometry_only_unconfirmed
940,TOP,,1,5737.3411mil,3293.4488mil,19.685mil,23.622mil,RECTANGLE,APHIQMRC,geometry_only_unconfirmed
941,TOP,,2,5737.3411mil,3332.8189mil,19.685mil,23.622mil,RECTANGLE,LWKXUBPT,geometry_only_unconfirmed
942,TOP,,1,6055.436mil,3032.8068mil,19.685mil,23.622mil,RECTANGLE,VKXEHAJB,geometry_only_unconfirmed
943,TOP,,2,6094.8061mil,3032.8068mil,19.685mil,23.622mil,RECTANGLE,QQVPALXW,geometry_only_unconfirmed
944,TOP,,1,4669.8457mil,6424.3957mil,19.685mil,23.622mil,RECTANGLE,LOBWFUFJ,geometry_only_unconfirmed
945,TOP,,2,4669.8457mil,6463.7658mil,19.685mil,23.622mil,RECTANGLE,TGGEAFQC,geometry_only_unconfirmed
946,TOP,,1,4669.8457mil,6572.3086mil,19.685mil,23.622mil,RECTANGLE,XKXIATMX,geometry_only_unconfirmed
947,TOP,,2,4669.8457mil,6532.9385mil,19.685mil,23.622mil,RECTANGLE,PKYIRJSK,geometry_only_unconfirmed
948,TOP,,1,4372.3175mil,4825.418mil,19.685mil,23.622mil,RECTANGLE,GNQCVLTL,geometry_only_unconfirmed
949,TOP,,2,4372.3175mil,4864.7881mil,19.685mil,23.622mil,RECTANGLE,CYGWXAAM,geometry_only_unconfirmed
950,TOP,,1,4536.3473mil,4958.0331mil,19.685mil,23.622mil,RECTANGLE,UWKSONYI,geometry_only_unconfirmed
951,TOP,,2,4536.3473mil,4997.4032mil,19.685mil,23.622mil,RECTANGLE,MRFOXPDO,geometry_only_unconfirmed
952,TOP,,1,4615.3885mil,4826.7562mil,19.685mil,23.622mil,RECTANGLE,YPCFNUFW,geometry_only_unconfirmed
953,TOP,,2,4615.3885mil,4866.1263mil,19.685mil,23.622mil,RECTANGLE,VYXFBGPF,geometry_only_unconfirmed
954,TOP,,1,3661.6265mil,6759.8874mil,19.685mil,23.622mil,RECTANGLE,LJIXWXSA,geometry_only_unconfirmed
955,TOP,,2,3661.6265mil,6720.5173mil,19.685mil,23.622mil,RECTANGLE,YXEDSMCB,geometry_only_unconfirmed
956,TOP,,1,6055.436mil,3132.8068mil,19.685mil,23.622mil,RECTANGLE,RLGACHTV,geometry_only_unconfirmed
957,TOP,,2,6094.8061mil,3132.8068mil,19.685mil,23.622mil,RECTANGLE,KBQRDSPI,geometry_only_unconfirmed
958,TOP,,1,4659.817mil,6219.1047mil,19.685mil,23.622mil,RECTANGLE,BAAWWKVU,geometry_only_unconfirmed
959,TOP,,2,4659.817mil,6179.7346mil,19.685mil,23.622mil,RECTANGLE,EUHJHPMN,geometry_only_unconfirmed
960,TOP,,1,4251.7092mil,6132.7244mil,19.685mil,23.622mil,RECTANGLE,OTBNCTWJ,geometry_only_unconfirmed
961,TOP,,2,4212.3391mil,6132.7244mil,19.685mil,23.622mil,RECTANGLE,YGRKVWWO,geometry_only_unconfirmed
962,TOP,,1,6576.1985mil,3032.8078mil,19.685mil,23.622mil,RECTANGLE,HJUHXDGG,geometry_only_unconfirmed
963,TOP,,2,6615.5686mil,3032.8078mil,19.685mil,23.622mil,RECTANGLE,IRYNUBJG,geometry_only_unconfirmed
964,TOP,,1,4251.7092mil,6186.4878mil,19.685mil,23.622mil,RECTANGLE,JLFTSCYK,geometry_only_unconfirmed
965,TOP,,2,4212.3391mil,6186.4878mil,19.685mil,23.622mil,RECTANGLE,AMGJDEHI,geometry_only_unconfirmed
966,TOP,,1,5281.0558mil,3220.1897mil,12.5984mil,14.1732mil,RECTANGLE,QKPUWVWJ,geometry_only_unconfirmed
967,TOP,,2,5281.0558mil,3242.2369mil,12.5984mil,14.1732mil,RECTANGLE,RHIGDHUO,geometry_only_unconfirmed
968,TOP,,1,4782.5082mil,4861.4828mil,9.8425mil,11.811mil,ROUNDEDRECTANGLE,LKCKAKDW,geometry_only_unconfirmed
969,TOP,,2,4758.8862mil,4861.4828mil,9.8425mil,11.811mil,ROUNDEDRECTANGLE,SGCXISDT,geometry_only_unconfirmed
970,TOP,,1,3588.9848mil,2681.6405mil,12.5984mil,14.1732mil,RECTANGLE,TWACBAEQ,geometry_only_unconfirmed
971,TOP,,2,3611.032mil,2681.6405mil,12.5984mil,14.1732mil,RECTANGLE,OCFYDGGT,geometry_only_unconfirmed
972,TOP,,1,3588.9848mil,2650.1445mil,12.5984mil,14.1732mil,RECTANGLE,KOQADBOR,geometry_only_unconfirmed
973,TOP,,2,3611.032mil,2650.1445mil,12.5984mil,14.1732mil,RECTANGLE,ORKMQTRW,geometry_only_unconfirmed
974,TOP,,1,4212.3392mil,6028.935mil,19.685mil,23.622mil,RECTANGLE,FCJUNVTY,geometry_only_unconfirmed
975,TOP,,2,4251.7093mil,6028.935mil,19.685mil,23.622mil,RECTANGLE,KWFPGIFV,geometry_only_unconfirmed
976,TOP,,1,4212.3392mil,6081.5434mil,19.685mil,23.622mil,RECTANGLE,OEXREYJE,geometry_only_unconfirmed
977,TOP,,2,4251.7093mil,6081.5434mil,19.685mil,23.622mil,RECTANGLE,MUNMOUWG,geometry_only_unconfirmed
978,TOP,,1,3441.9239mil,6145.3367mil,19.685mil,23.622mil,RECTANGLE,VJIVFGDP,geometry_only_unconfirmed
979,TOP,,2,3441.9239mil,6184.7068mil,19.685mil,23.622mil,RECTANGLE,CKOVIHJA,geometry_only_unconfirmed
980,TOP,,1,4809.583mil,4861.4826mil,19.685mil,23.622mil,RECTANGLE,LETYMGUN,geometry_only_unconfirmed
981,TOP,,2,4809.583mil,4900.8527mil,19.685mil,23.622mil,RECTANGLE,QJDQTFYE,geometry_only_unconfirmed
982,TOP,,1,4782.5082mil,4655.0016mil,9.8425mil,11.811mil,ROUNDEDRECTANGLE,TLMVDWJO,geometry_only_unconfirmed
983,TOP,,2,4758.8862mil,4655.0016mil,9.8425mil,11.811mil,ROUNDEDRECTANGLE,YQRYJNYB,geometry_only_unconfirmed
984,TOP,,1,5189.3911mil,3998.3029mil,19.685mil,23.622mil,RECTANGLE,CLWEXPKH,geometry_only_unconfirmed
985,TOP,,2,5189.3911mil,4037.673mil,19.685mil,23.622mil,RECTANGLE,DCXHMMRW,geometry_only_unconfirmed
986,TOP,,1,3589.0066mil,2861.0709mil,12.5984mil,14.1732mil,RECTANGLE,YIUNYCLS,geometry_only_unconfirmed
987,TOP,,2,3611.0538mil,2861.0709mil,12.5984mil,14.1732mil,RECTANGLE,PUXXDEOF,geometry_only_unconfirmed
988,TOP,,1,3589.0048mil,2822.8474mil,12.5984mil,14.1732mil,RECTANGLE,DSRPALOT,geometry_only_unconfirmed
989,TOP,,2,3611.052mil,2822.8474mil,12.5984mil,14.1732mil,RECTANGLE,GYEIDTAQ,geometry_only_unconfirmed
990,TOP,,1,5485.0133mil,2364.7334mil,19.685mil,23.622mil,RECTANGLE,WPMPBSRB,geometry_only_unconfirmed
991,TOP,,2,5485.0133mil,2404.1035mil,19.685mil,23.622mil,RECTANGLE,DYIOPWQJ,geometry_only_unconfirmed
992,TOP,,1,4420.4264mil,2867.68mil,19.685mil,23.622mil,RECTANGLE,WHMAVTOD,geometry_only_unconfirmed
993,TOP,,2,4420.4264mil,2828.3099mil,19.685mil,23.622mil,RECTANGLE,QSHGKBQE,geometry_only_unconfirmed
994,TOP,,1,3396.8197mil,3829.315mil,19.685mil,23.622mil,RECTANGLE,HKYOCVKS,geometry_only_unconfirmed
995,TOP,,2,3436.1898mil,3829.315mil,19.685mil,23.622mil,RECTANGLE,QMAMEYRK,geometry_only_unconfirmed
996,TOP,,1,3553.6157mil,3878.6126mil,12.5984mil,14.1732mil,RECTANGLE,MVHTQTRC,geometry_only_unconfirmed
997,TOP,,2,3553.6157mil,3900.6598mil,12.5984mil,14.1732mil,RECTANGLE,WIWGODDW,geometry_only_unconfirmed
998,TOP,,1,3517.056mil,3913.6298mil,19.685mil,23.622mil,RECTANGLE,CPPMITMK,geometry_only_unconfirmed
999,TOP,,2,3517.056mil,3874.2597mil,19.685mil,23.622mil,RECTANGLE,KSINAABI,geometry_only_unconfirmed
1000,TOP,,1,4781.7838mil,4698.3135mil,9.8425mil,11.811mil,ROUNDEDRECTANGLE,MTXLNQFV,geometry_only_unconfirmed
1001,TOP,,2,4758.1618mil,4698.3135mil,9.8425mil,11.811mil,ROUNDEDRECTANGLE,FHUXOMHD,geometry_only_unconfirmed
1002,TOP,,1,4282.3891mil,4441.0777mil,19.685mil,23.622mil,RECTANGLE,LWEVOROE,geometry_only_unconfirmed
1003,TOP,,2,4243.019mil,4441.0777mil,19.685mil,23.622mil,RECTANGLE,DOMEOLJR,geometry_only_unconfirmed
1004,TOP,,1,4783.2258mil,4741.0763mil,9.8425mil,11.811mil,ROUNDEDRECTANGLE,XCWMMOTE,geometry_only_unconfirmed
1005,TOP,,2,4759.6038mil,4741.0763mil,9.8425mil,11.811mil,ROUNDEDRECTANGLE,DDMGAUIN,geometry_only_unconfirmed
1006,TOP,,1,4783.4903mil,4783.2786mil,9.8425mil,11.811mil,ROUNDEDRECTANGLE,VKVHFOKU,geometry_only_unconfirmed
1007,TOP,,2,4759.8683mil,4783.2786mil,9.8425mil,11.811mil,ROUNDEDRECTANGLE,WRBDLTCG,geometry_only_unconfirmed
1008,TOP,,1,4425.3913mil,4958.0331mil,19.685mil,23.622mil,RECTANGLE,KRBNFGNH,geometry_only_unconfirmed
1009,TOP,,2,4425.3913mil,4997.4032mil,19.685mil,23.622mil,RECTANGLE,BSNNADWN,geometry_only_unconfirmed
1010,TOP,,1,4097.9122mil,3196.8629mil,12.5984mil,14.1732mil,RECTANGLE,FHDNHLPC,geometry_only_unconfirmed
1011,TOP,,2,4075.865mil,3196.8629mil,12.5984mil,14.1732mil,RECTANGLE,QSPIRFBH,geometry_only_unconfirmed
1012,TOP,,1,4480.8693mil,4958.0331mil,19.685mil,23.622mil,RECTANGLE,FPARBTDD,geometry_only_unconfirmed
1013,TOP,,2,4480.8693mil,4997.4032mil,19.685mil,23.622mil,RECTANGLE,HSBMOKOU,geometry_only_unconfirmed
1014,TOP,,1,4553.3937mil,4214.5762mil,12.5984mil,14.1732mil,RECTANGLE,DBTGTGTW,geometry_only_unconfirmed
1015,TOP,,2,4531.3465mil,4214.5762mil,12.5984mil,14.1732mil,RECTANGLE,BSUHNGPT,geometry_only_unconfirmed
1016,TOP,,1,4421.3214mil,4334.3359mil,12.5984mil,14.1732mil,RECTANGLE,IUPFEUSA,geometry_only_unconfirmed
1017,TOP,,2,4421.3214mil,4356.3831mil,12.5984mil,14.1732mil,RECTANGLE,UPBHDBAR,geometry_only_unconfirmed
1018,TOP,,1,6322.043mil,3878.2324mil,68.8976mil,43.3071mil,RECTANGLE,CTRXIWEN,geometry_only_unconfirmed
1019,TOP,,2,6215.7438mil,3878.2324mil,68.8976mil,43.3071mil,RECTANGLE,WBOVBQOC,geometry_only_unconfirmed
1020,TOP,,1,6400.16mil,4084.668mil,19.685mil,23.622mil,RECTANGLE,SXCXDHNV,geometry_only_unconfirmed
1021,TOP,,2,6400.16mil,4045.2979mil,19.685mil,23.622mil,RECTANGLE,RRNDEAMU,geometry_only_unconfirmed
1022,TOP,,1,6243.0251mil,3962.8655mil,19.685mil,23.622mil,RECTANGLE,XREYSKKE,geometry_only_unconfirmed
1023,TOP,,2,6243.0251mil,4002.2356mil,19.685mil,23.622mil,RECTANGLE,NDRUXWNN,geometry_only_unconfirmed
1024,TOP,,1,6292.6218mil,3962.9914mil,19.685mil,23.622mil,RECTANGLE,YOGNNNGI,geometry_only_unconfirmed
1025,TOP,,2,6292.6218mil,4002.3615mil,19.685mil,23.622mil,RECTANGLE,KEFPWHHP,geometry_only_unconfirmed
1026,TOP,,1,5897.8682mil,3504.1154mil,19.685mil,23.622mil,RECTANGLE,UHOFFQBW,geometry_only_unconfirmed
1027,TOP,,2,5858.4981mil,3504.1154mil,19.685mil,23.622mil,RECTANGLE,QYTWGNYP,geometry_only_unconfirmed
1028,TOP,,1,5778.5501mil,3599.8644mil,19.685mil,23.622mil,RECTANGLE,PRUVPWGK,geometry_only_unconfirmed
1029,TOP,,2,5778.5501mil,3560.4943mil,19.685mil,23.622mil,RECTANGLE,IIGQBRWN,geometry_only_unconfirmed
1030,TOP,,1,5737.3411mil,3599.8644mil,19.685mil,23.622mil,RECTANGLE,TNKTJNFH,geometry_only_unconfirmed
1031,TOP,,2,5737.3411mil,3560.4943mil,19.685mil,23.622mil,RECTANGLE,TVVJDCQJ,geometry_only_unconfirmed
1032,TOP,,1,5696.5501mil,3599.8644mil,19.685mil,23.622mil,RECTANGLE,RFBHAONU,geometry_only_unconfirmed
1033,TOP,,2,5696.5501mil,3560.4943mil,19.685mil,23.622mil,RECTANGLE,FTBGWTIQ,geometry_only_unconfirmed
1034,TOP,,1,5696.5501mil,3293.4488mil,19.685mil,23.622mil,RECTANGLE,LONBLGLD,geometry_only_unconfirmed
1035,TOP,,2,5696.5501mil,3332.8189mil,19.685mil,23.622mil,RECTANGLE,HIOJBCIH,geometry_only_unconfirmed
