INDEXFORSAVE,LAYER,LAYER_V7,NAME,X,Y,XSIZE,YSIZE,SHAPE,UNIQUEID,status
1197,TOPPASTE,,7,3991.0818mil,5253.129mil,39.3701mil,27.5591mil,ROUNDEDRECTANGLE,UFMBUAJI,geometry_only_unconfirmed
1198,TOPPASTE,,7,3991.0818mil,5217.696mil,39.3701mil,27.5591mil,ROUNDEDRECTANGLE,HFYEKHIC,geometry_only_unconfirmed
1199,TOPPASTE,,7,4639.3258mil,4040.8504mil,39.3701mil,27.5591mil,ROUNDEDRECTANGLE,VECGFJHV,geometry_only_unconfirmed
1200,TOPPASTE,,7,4603.8928mil,4040.8504mil,39.3701mil,27.5591mil,ROUNDEDRECTANGLE,ALTHELLX,geometry_only_unconfirmed
1201,TOPPASTE,,49,4513.5975mil,4587.7312mil,46.063mil,46.063mil,ROUNDEDRECTANGLE,VDBHTWKA,geometry_only_unconfirmed
1202,TOPPASTE,,49,4567.5345mil,4587.7312mil,46.063mil,46.063mil,ROUNDEDRECTANGLE,NGXHDWTE,geometry_only_unconfirmed
1203,TOPPASTE,,49,4459.6605mil,4587.7312mil,46.063mil,46.063mil,ROUNDEDRECTANGLE,OSDXCINL,geometry_only_unconfirmed
1204,TOPPASTE,,49,4459.6605mil,4641.6682mil,46.063mil,46.063mil,ROUNDEDRECTANGLE,TCPGSCGC,geometry_only_unconfirmed
1205,TOPPASTE,,49,4567.5345mil,4641.6682mil,46.063mil,46.063mil,ROUNDEDRECTANGLE,DOTITEAT,geometry_only_unconfirmed
1206,TOPPASTE,,49,4513.5975mil,4641.6682mil,46.063mil,46.063mil,ROUNDEDRECTANGLE,MWHQIJME,geometry_only_unconfirmed
1207,TOPPASTE,,49,4459.6605mil,4533.7942mil,46.063mil,46.063mil,ROUNDEDRECTANGLE,HWBVKOCQ,geometry_only_unconfirmed
1208,TOPPASTE,,49,4567.5345mil,4533.7942mil,46.063mil,46.063mil,ROUNDEDRECTANGLE,NUEQCFEJ,geometry_only_unconfirmed
1209,TOPPASTE,,49,4513.5975mil,4533.7942mil,46.063mil,46.063mil,ROUNDEDRECTANGLE,KQAIXCGW,geometry_only_unconfirmed
1210,TOPPASTE,,8,4096.177mil,4484.2233mil,22.2441mil,14.1732mil,ROUNDEDRECTANGLE,PCNQDABV,geometry_only_unconfirmed
1211,TOPPASTE,,3,4063.303mil,4484.2233mil,22.2441mil,14.1732mil,ROUNDEDRECTANGLE,MDGSAPPQ,geometry_only_unconfirmed
1212,TOPPASTE,,8,4096.1771mil,4690.2967mil,22.2441mil,14.1732mil,ROUNDEDRECTANGLE,KYTGXFVA,geometry_only_unconfirmed
1213,TOPPASTE,,3,4063.3031mil,4690.2967mil,22.2441mil,14.1732mil,ROUNDEDRECTANGLE,VUKUCRWN,geometry_only_unconfirmed
1214,TOPPASTE,,7,4100.5322mil,5050.5358mil,39.3701mil,27.5591mil,ROUNDEDRECTANGLE,AJJUQTGY,geometry_only_unconfirmed
1215,TOPPASTE,,7,4135.9652mil,5050.5358mil,39.3701mil,27.5591mil,ROUNDEDRECTANGLE,MLONMWRR,geometry_only_unconfirmed
1216,MULTILAYER,,1,4055.4916mil,6659.6953mil,80mil,80mil,ROUND,XCALNITE,geometry_only_unconfirmed
1217,MULTILAYER,,2,4095.9204mil,5627.8843mil,59.0551mil,59.0551mil,ROUND,NIFRUCXO,geometry_only_unconfirmed
1218,MULTILAYER,,1,4095.9204mil,5557.0181mil,59.0551mil,59.0551mil,ROUNDEDRECTANGLE,QFGJKSLW,geometry_only_unconfirmed
1219,MULTILAYER,,S4,4095.9204mil,5745.9945mil,59.0551mil,59.0551mil,ROUND,YKEEATBD,geometry_only_unconfirmed
1220,MULTILAYER,,S1,4095.9204mil,5438.9079mil,59.0551mil,59.0551mil,ROUND,DDTXPAGC,geometry_only_unconfirmed
1221,MULTILAYER,,S5,3820.3299mil,5745.9945mil,59.0551mil,59.0551mil,ROUND,UABMGWQV,geometry_only_unconfirmed
1222,MULTILAYER,,S2,3820.3299mil,5438.9079mil,59.0551mil,59.0551mil,ROUND,RJAKTHYT,geometry_only_unconfirmed
1223,MULTILAYER,,S6,3544.7393mil,5745.9945mil,59.0551mil,59.0551mil,ROUND,MSACSIRP,geometry_only_unconfirmed
1224,MULTILAYER,,S3,3544.7393mil,5438.9079mil,59.0551mil,59.0551mil,ROUND,SMTRFBOJ,geometry_only_unconfirmed
1225,MULTILAYER,,ALIGN1,3544.7393mil,5592.4512mil,78.7402mil,78.7402mil,ROUND,RKXQUUMT,geometry_only_unconfirmed
1226,MULTILAYER,,ALIGN2,3544.7393mil,5852.2937mil,78.7402mil,78.7402mil,ROUND,UGOVIWXK,geometry_only_unconfirmed
1227,MULTILAYER,,MH2,3953.0765mil,4069.5794mil,0mil,0mil,ROUND,UGVNTYRH,geometry_only_unconfirmed
1228,MULTILAYER,,MH1,3953.0765mil,3277.0598mil,0mil,0mil,ROUND,NUJGKDLA,geometry_only_unconfirmed
1229,MULTILAYER,,1,6251.0794mil,2349.677mil,177.1654mil,59.0551mil,ROUNDEDRECTANGLE,FLERDFSH,geometry_only_unconfirmed
1230,MULTILAYER,,2,6487.2998mil,2349.677mil,135.8268mil,59.0551mil,ROUNDEDRECTANGLE,ODVIAFFH,geometry_only_unconfirmed
1231,MULTILAYER,,S1,6526.6699mil,2526.8424mil,147.6378mil,59.0551mil,ROUNDEDRECTANGLE,HXNVYTUF,geometry_only_unconfirmed
1232,MULTILAYER,,S2,6526.6699mil,2172.5116mil,147.6378mil,59.0551mil,ROUNDEDRECTANGLE,EAUDDNEF,geometry_only_unconfirmed
1233,MULTILAYER,,ALIGN,6605.4101mil,2349.677mil,53.1496mil,51.1811mil,ROUND,HEOANMXI,geometry_only_unconfirmed
1234,MULTILAYER,,6,6627.0334mil,3662.2153mil,74.8031mil,47.2441mil,ROUND,PMMOTNSN,geometry_only_unconfirmed
1235,MULTILAYER,,9,6627.0334mil,3386.6247mil,74.8031mil,47.2441mil,ROUND,INAXKBBL,geometry_only_unconfirmed
1236,MULTILAYER,,10,6520.7342mil,3425.9948mil,57.0866mil,57.0866mil,ROUND,QFHOOHGX,geometry_only_unconfirmed
1237,MULTILAYER,,11,6520.7342mil,3622.8452mil,57.0866mil,57.0866mil,ROUND,JFQYVYMA,geometry_only_unconfirmed
1238,MULTILAYER,,,3621.8452mil,4350.1214mil,127.9528mil,127.9528mil,ROUND,ARCXTMYJ,geometry_only_unconfirmed
1239,MULTILAYER,,,3621.8452mil,4800.1214mil,127.9528mil,127.9528mil,ROUND,LISYKHEP,geometry_only_unconfirmed
1240,MULTILAYER,,14,3441.9239mil,4310.3576mil,61.811mil,61.811mil,ROUND,MCQTKAPN,geometry_only_unconfirmed
1241,MULTILAYER,,12,3441.9239mil,4839.8852mil,61.811mil,61.811mil,ROUND,GFXGNRDO,geometry_only_unconfirmed
1242,MULTILAYER,,13,3521.8452mil,4310.3576mil,61.811mil,61.811mil,ROUND,BKRENGBT,geometry_only_unconfirmed
1243,MULTILAYER,,11,3521.8452mil,4839.8852mil,61.811mil,61.811mil,ROUND,PHBONELQ,geometry_only_unconfirmed
1244,MULTILAYER,,15,3741.9239mil,4265.082mil,102.3622mil,102.3622mil,ROUND,GIFCGXXK,geometry_only_unconfirmed
1245,MULTILAYER,,16,3741.9239mil,4885.1608mil,102.3622mil,102.3622mil,ROUND,ARTAVIJJ,geometry_only_unconfirmed
1246,MULTILAYER,,1,3971.8452mil,4350.1214mil,55.1181mil,55.1181mil,ROUNDEDRECTANGLE,VWSHEHPW,geometry_only_unconfirmed
1247,MULTILAYER,,3,3971.8452mil,4450.1214mil,55.1181mil,55.1181mil,ROUND,IGCEPAHJ,geometry_only_unconfirmed
1248,MULTILAYER,,5,3971.8452mil,4550.1214mil,55.1181mil,55.1181mil,ROUND,ODVTPKUW,geometry_only_unconfirmed
1249,MULTILAYER,,7,3971.8452mil,4650.1214mil,55.1181mil,55.1181mil,ROUND,BCTKNXCS,geometry_only_unconfirmed
1250,MULTILAYER,,9,3971.8452mil,4750.1214mil,55.1181mil,55.1181mil,ROUND,ASNTLIVR,geometry_only_unconfirmed
1251,MULTILAYER,,2,3871.8452mil,4400.1214mil,55.1181mil,55.1181mil,ROUND,ALRXVKMD,geometry_only_unconfirmed
1252,MULTILAYER,,4,3871.8452mil,4500.1214mil,55.1181mil,55.1181mil,ROUND,SVTCXKHD,geometry_only_unconfirmed
1253,MULTILAYER,,6,3871.8452mil,4600.1214mil,55.1181mil,55.1181mil,ROUND,KGLCFCPY,geometry_only_unconfirmed
1254,MULTILAYER,,8,3871.8452mil,4700.1214mil,55.1181mil,55.1181mil,ROUND,APUCVCEX,geometry_only_unconfirmed
1255,MULTILAYER,,10,3871.8452mil,4800.1214mil,55.1181mil,55.1181mil,ROUND,SUPMRLIO,geometry_only_unconfirmed
1256,MULTILAYER,,6,3394.7563mil,6270.6064mil,74.8031mil,47.2441mil,ROUND,QMYMHWIS,geometry_only_unconfirmed
1257,MULTILAYER,,9,3394.7563mil,6546.197mil,74.8031mil,47.2441mil,ROUND,ONLYRXTL,geometry_only_unconfirmed
1258,MULTILAYER,,10,3501.0555mil,6506.8269mil,57.0866mil,57.0866mil,ROUND,QTTEFDGS,geometry_only_unconfirmed
1259,MULTILAYER,,11,3501.0555mil,6309.9765mil,57.0866mil,57.0866mil,ROUND,BEJVJXTU,geometry_only_unconfirmed
1260,MULTILAYER,,1,6550.8226mil,3885.6805mil,80mil,80mil,ROUND,UAJTHUHL,geometry_only_unconfirmed
1261,MULTILAYER,,3,3807.2158mil,2235.6164mil,78.7402mil,78.7402mil,ROUND,MPVOJDHC,geometry_only_unconfirmed
1262,MULTILAYER,,2,3945.0111mil,2235.6164mil,78.7402mil,78.7402mil,ROUND,KULCUDPV,geometry_only_unconfirmed
1263,MULTILAYER,,1,4082.8064mil,2235.6164mil,78.7402mil,78.7402mil,ROUNDEDRECTANGLE,VQXWTNRQ,geometry_only_unconfirmed
1264,MULTILAYER,,3,4325.8047mil,2236.0036mil,78.7402mil,78.7402mil,ROUND,JFQBRGSW,geometry_only_unconfirmed
1265,MULTILAYER,,2,4463.6mil,2236.0036mil,78.7402mil,78.7402mil,ROUND,RPCQQIJN,geometry_only_unconfirmed
1266,MULTILAYER,,1,4601.3953mil,2236.0036mil,78.7402mil,78.7402mil,ROUNDEDRECTANGLE,IQRIWKHW,geometry_only_unconfirmed
1267,MULTILAYER,,1,4894.5015mil,2155.0696mil,64.9606mil,64.9606mil,ROUNDEDRECTANGLE,XVBNJBBA,geometry_only_unconfirmed
1268,MULTILAYER,,2,4894.5015mil,2255.0696mil,64.9606mil,64.9606mil,ROUND,OXTRPIVX,geometry_only_unconfirmed
1269,MULTILAYER,,1,5345.5685mil,2155.2712mil,64.9606mil,64.9606mil,ROUNDEDRECTANGLE,SKONOTTQ,geometry_only_unconfirmed
1270,MULTILAYER,,2,5345.5685mil,2255.2712mil,64.9606mil,64.9606mil,ROUND,YEWBHHIE,geometry_only_unconfirmed
1271,MULTILAYER,,1,5124.3108mil,2150.5251mil,64.9606mil,64.9606mil,ROUNDEDRECTANGLE,MIBUFILB,geometry_only_unconfirmed
1272,MULTILAYER,,2,5124.3108mil,2250.5251mil,64.9606mil,64.9606mil,ROUND,RPLYDHYP,geometry_only_unconfirmed
1273,MULTILAYER,,MH1,3953.0765mil,3347.0598mil,0mil,0mil,ROUND,TKHVROMM,geometry_only_unconfirmed
1274,MULTILAYER,,MH2,3953.0765mil,2554.5402mil,0mil,0mil,ROUND,YDGWEODI,geometry_only_unconfirmed
1275,MULTILAYER,,1,3889.8366mil,6654.5165mil,64.9606mil,64.9606mil,ROUNDEDRECTANGLE,CAGUHISG,geometry_only_unconfirmed
1276,MULTILAYER,,2,3889.8366mil,6554.5165mil,64.9606mil,64.9606mil,ROUND,AYEJYYFQ,geometry_only_unconfirmed
1277,MULTILAYER,,,3494.2184mil,5111.25mil,220mil,220mil,ROUND,OXNXAKAV,geometry_only_unconfirmed
1278,MULTILAYER,,,3494.2184mil,2136.75mil,220mil,220mil,ROUND,IHRSGORS,geometry_only_unconfirmed
1279,MULTILAYER,,,5734.2184mil,2136.75mil,220mil,220mil,ROUND,HIEESUTE,geometry_only_unconfirmed
1280,BOTTOM,,2,4656.8mil,2889.4676mil,61.0236mil,32.4803mil,ROUNDEDRECTANGLE,EWYVHDFT,geometry_only_unconfirmed
1281,BOTTOM,,1,4725.6976mil,2889.4676mil,61.0236mil,32.4803mil,ROUNDEDRECTANGLE,PSCYRPQX,geometry_only_unconfirmed
1282,BOTTOM,,2,4656.7999mil,2979.4682mil,61.0236mil,32.4803mil,ROUNDEDRECTANGLE,JWGQMJES,geometry_only_unconfirmed
1283,BOTTOM,,1,4725.6975mil,2979.4682mil,61.0236mil,32.4803mil,ROUNDEDRECTANGLE,LTYLQYHO,geometry_only_unconfirmed
1284,BOTTOM,,2,4832.1007mil,3123.9907mil,19.685mil,23.622mil,RECTANGLE,MEFISYGS,geometry_only_unconfirmed
1285,BOTTOM,,1,4792.7306mil,3123.9907mil,19.685mil,23.622mil,RECTANGLE,HXUSPXQM,geometry_only_unconfirmed
1286,BOTTOM,,2,4848.683mil,3044.1858mil,61.0236mil,32.4803mil,ROUNDEDRECTANGLE,DPPBFCOX,geometry_only_unconfirmed
1287,BOTTOM,,1,4779.7854mil,3044.1858mil,61.0236mil,32.4803mil,ROUNDEDRECTANGLE,RYJXLQJG,geometry_only_unconfirmed
1288,BOTTOM,,2,4800.2155mil,2903.4334mil,38mil,146mil,RECTANGLE,WAMPXRLK,geometry_only_unconfirmed
1289,BOTTOM,,1,4893.2155mil,2903.4334mil,38mil,146mil,RECTANGLE,PPSILNIK,geometry_only_unconfirmed
1290,BOTTOM,,1,4885.3431mil,2778.5696mil,51.1811mil,36.2205mil,ROUNDEDRECTANGLE,HGPCSDBD,geometry_only_unconfirmed
1291,BOTTOM,,2,4810.5399mil,2778.5696mil,51.1811mil,36.2205mil,ROUNDEDRECTANGLE,KUVBVOCT,geometry_only_unconfirmed
1292,BOTTOM,,2,5063.8584mil,5345.4159mil,25.5906mil,27.5591mil,ROUNDEDRECTANGLE,CIMRUIRI,geometry_only_unconfirmed
1293,BOTTOM,,1,5117.008mil,5345.4159mil,25.5906mil,27.5591mil,ROUNDEDRECTANGLE,MHHPCGQG,geometry_only_unconfirmed
1294,BOTTOM,,2,4167.2121mil,2917.1955mil,12.5984mil,14.1732mil,RECTANGLE,DNXKWLKB,geometry_only_unconfirmed
1295,BOTTOM,,2,4167.1316mil,2945.115mil,12.5984mil,14.1732mil,RECTANGLE,EKUBKJFK,geometry_only_unconfirmed
1296,BOTTOM,,2,5032.6569mil,3354.2126mil,19.685mil,23.622mil,RECTANGLE,UITDOYWE,geometry_only_unconfirmed
1297,BOTTOM,,1,4993.2868mil,3354.2126mil,19.685mil,23.622mil,RECTANGLE,QQOANJJI,geometry_only_unconfirmed
1298,BOTTOM,,1,4460.7368mil,3745.719mil,51.1811mil,36.2205mil,ROUNDEDRECTANGLE,DMAOKECW,geometry_only_unconfirmed
1299,BOTTOM,,2,4385.9336mil,3745.719mil,51.1811mil,36.2205mil,ROUNDEDRECTANGLE,ISHCVGMA,geometry_only_unconfirmed
1300,BOTTOM,,2,4225.2519mil,3795.8609mil,55.1181mil,43.3071mil,RECTANGLE,OGVRFNRU,geometry_only_unconfirmed
1301,BOTTOM,,1,4284.307mil,3795.8609mil,55.1181mil,43.3071mil,RECTANGLE,PNWHGUBR,geometry_only_unconfirmed
1302,BOTTOM,,1,4284.307mil,3872.1787mil,55.1181mil,43.3071mil,RECTANGLE,PXBKPKBM,geometry_only_unconfirmed
1303,BOTTOM,,2,4284.307mil,3931.2338mil,55.1181mil,43.3071mil,RECTANGLE,UCWRSGIR,geometry_only_unconfirmed
1304,BOTTOM,,1,5706.7292mil,4507.3637mil,23.622mil,27.5591mil,ROUNDEDRECTANGLE,DSNJAQYA,geometry_only_unconfirmed
1305,BOTTOM,,3,5706.7292mil,4444.3715mil,23.622mil,27.5591mil,ROUNDEDRECTANGLE,DICATUYT,geometry_only_unconfirmed
1306,BOTTOM,,2,5722.4772mil,4475.8676mil,15.748mil,15.748mil,ROUNDEDRECTANGLE,YAYBYQFS,geometry_only_unconfirmed
1307,BOTTOM,,2,5690.9812mil,4475.8676mil,15.748mil,15.748mil,ROUNDEDRECTANGLE,LJLYWLIN,geometry_only_unconfirmed
1308,BOTTOM,,2,4387.0978mil,3680.1771mil,51.1811mil,36.2205mil,ROUNDEDRECTANGLE,LCPQQYXM,geometry_only_unconfirmed
1309,BOTTOM,,1,4461.901mil,3680.1771mil,51.1811mil,36.2205mil,ROUNDEDRECTANGLE,KKUABKND,geometry_only_unconfirmed
1310,BOTTOM,,2,5123.0412mil,3826.9108mil,51.1811mil,36.2205mil,ROUNDEDRECTANGLE,DDIHFQTG,geometry_only_unconfirmed
1311,BOTTOM,,1,5123.0412mil,3752.1076mil,51.1811mil,36.2205mil,ROUNDEDRECTANGLE,MFQXYNLX,geometry_only_unconfirmed
1312,BOTTOM,,1,5205.9032mil,3810.8652mil,61.0236mil,32.4803mil,ROUNDEDRECTANGLE,EURPJPLB,geometry_only_unconfirmed
1313,BOTTOM,,2,5274.8008mil,3810.8652mil,61.0236mil,32.4803mil,ROUNDEDRECTANGLE,IEVYOAIL,geometry_only_unconfirmed
1314,BOTTOM,,1,4369.9865mil,3867.2575mil,61.0236mil,32.4803mil,ROUNDEDRECTANGLE,SYSPJQXY,geometry_only_unconfirmed
1315,BOTTOM,,2,4369.9865mil,3936.1551mil,61.0236mil,32.4803mil,ROUNDEDRECTANGLE,XNUPGEGP,geometry_only_unconfirmed
1316,BOTTOM,,5-19,4823.7946mil,3481.9367mil,23.622mil,9.8425mil,ROUNDEDRECTANGLE,ITXBBFTW,geometry_only_unconfirmed
1317,BOTTOM,,5,4900.5663mil,3481.9367mil,23.622mil,9.8425mil,ROUNDEDRECTANGLE,FSSPWLOU,geometry_only_unconfirmed
1318,BOTTOM,,19,4747.0229mil,3481.9367mil,23.622mil,9.8425mil,ROUNDEDRECTANGLE,HXKNBDED,geometry_only_unconfirmed
1319,BOTTOM,,20,4744.0702mil,3501.6217mil,33.4646mil,9.8425mil,ROUNDEDRECTANGLE,YJHAMEIT,geometry_only_unconfirmed
1320,BOTTOM,,18,4744.0702mil,3462.2517mil,33.4646mil,9.8425mil,ROUNDEDRECTANGLE,EWKDMWTD,geometry_only_unconfirmed
1321,BOTTOM,,6,4903.519mil,3462.2517mil,33.4646mil,9.8425mil,ROUNDEDRECTANGLE,RSAPYEQI,geometry_only_unconfirmed
1322,BOTTOM,,4,4903.519mil,3501.6217mil,33.4646mil,9.8425mil,ROUNDEDRECTANGLE,YVLUHOHY,geometry_only_unconfirmed
1323,BOTTOM,,21,4741.6096mil,3521.3068mil,28.5433mil,9.8425mil,ROUNDEDRECTANGLE,PQMAGEGM,geometry_only_unconfirmed
1324,BOTTOM,,17,4741.6096mil,3442.5666mil,28.5433mil,9.8425mil,ROUNDEDRECTANGLE,USGSILMR,geometry_only_unconfirmed
1325,BOTTOM,,7,4905.9796mil,3442.5666mil,28.5433mil,9.8425mil,ROUNDEDRECTANGLE,UAFJUTGU,geometry_only_unconfirmed
1326,BOTTOM,,3,4905.9796mil,3521.3068mil,28.5433mil,9.8425mil,ROUNDEDRECTANGLE,XWWFIGTB,geometry_only_unconfirmed
1327,BOTTOM,,22,4743.086mil,3540.9918mil,31.4961mil,9.8425mil,ROUNDEDRECTANGLE,ACYNRYYC,geometry_only_unconfirmed
1328,BOTTOM,,16,4743.086mil,3422.8816mil,31.4961mil,9.8425mil,ROUNDEDRECTANGLE,YBKHDEWK,geometry_only_unconfirmed
1329,BOTTOM,,8,4904.5032mil,3422.8816mil,31.4961mil,9.8425mil,ROUNDEDRECTANGLE,EJLBOKTE,geometry_only_unconfirmed
1330,BOTTOM,,2,4904.5032mil,3540.9918mil,31.4961mil,9.8425mil,ROUNDEDRECTANGLE,DYPADCHM,geometry_only_unconfirmed
1331,BOTTOM,,14,4784.4245mil,3398.7674mil,9.8425mil,46.2598mil,ROUNDEDRECTANGLE,KKQMDPTC,geometry_only_unconfirmed
1332,BOTTOM,,10,4863.1647mil,3398.7674mil,9.8425mil,46.2598mil,ROUNDEDRECTANGLE,DBCHQVAH,geometry_only_unconfirmed
1333,BOTTOM,,28,4863.1647mil,3565.106mil,9.8425mil,46.2598mil,ROUNDEDRECTANGLE,QQGTFPGI,geometry_only_unconfirmed
1334,BOTTOM,,24,4784.4245mil,3565.106mil,9.8425mil,46.2598mil,ROUNDEDRECTANGLE,RMMASXSP,geometry_only_unconfirmed
1335,BOTTOM,,27,4843.4796mil,3557.7241mil,9.8425mil,61.0236mil,ROUNDEDRECTANGLE,MXPFCBDU,geometry_only_unconfirmed
1336,BOTTOM,,25,4804.1096mil,3557.7241mil,9.8425mil,61.0236mil,ROUNDEDRECTANGLE,IKVEAXVN,geometry_only_unconfirmed
1337,BOTTOM,,11,4843.4796mil,3406.1493mil,9.8425mil,61.0236mil,ROUNDEDRECTANGLE,HTRXIGGO,geometry_only_unconfirmed
1338,BOTTOM,,13,4804.1096mil,3406.1493mil,9.8425mil,61.0236mil,ROUNDEDRECTANGLE,ESNQXJKW,geometry_only_unconfirmed
1339,BOTTOM,,12,4823.7946mil,3413.0391mil,9.8425mil,74.8031mil,ROUNDEDRECTANGLE,CVNUBDSU,geometry_only_unconfirmed
1340,BOTTOM,,26,4823.7946mil,3550.8343mil,9.8425mil,74.8031mil,ROUNDEDRECTANGLE,TUXEGXTF,geometry_only_unconfirmed
1341,BOTTOM,,23,4763.5708mil,3561.8456mil,9.5524mil,9.5524mil,ROUND,FNMBUMAU,geometry_only_unconfirmed
1342,BOTTOM,,15,4763.5708mil,3402.0278mil,9.5524mil,9.5524mil,ROUND,MFQWWFSP,geometry_only_unconfirmed
1343,BOTTOM,,9,4885.7409mil,3402.0278mil,7.6795mil,7.6795mil,ROUND,AVYTAQMG,geometry_only_unconfirmed
1344,BOTTOM,,1,4885.7409mil,3561.8456mil,7.6795mil,7.6795mil,ROUND,MVFBETCO,geometry_only_unconfirmed
1345,BOTTOM,,2,4735.7034mil,5636.5265mil,13.7795mil,23.622mil,ROUNDEDRECTANGLE,NJMYOIFV,geometry_only_unconfirmed
1346,BOTTOM,,1,4735.7034mil,5610.9359mil,13.7795mil,23.622mil,ROUNDEDRECTANGLE,CNSTWIJX,geometry_only_unconfirmed
1347,BOTTOM,,2,4735.7034mil,5548.376mil,13.7795mil,23.622mil,ROUNDEDRECTANGLE,JHUVHFDA,geometry_only_unconfirmed
1348,BOTTOM,,1,4735.7034mil,5573.9666mil,13.7795mil,23.622mil,ROUNDEDRECTANGLE,CLFNSACC,geometry_only_unconfirmed
1349,BOTTOM,,2,4157.2121mil,2799.0853mil,12.5984mil,14.1732mil,RECTANGLE,ERQKEVWE,geometry_only_unconfirmed
1350,BOTTOM,,1,4135.1649mil,2799.0853mil,12.5984mil,14.1732mil,RECTANGLE,CYNYMCCD,geometry_only_unconfirmed
1351,BOTTOM,,2,4157.2121mil,2827.0853mil,12.5984mil,14.1732mil,RECTANGLE,PHPPJWSV,geometry_only_unconfirmed
1352,BOTTOM,,1,4135.1649mil,2827.0853mil,12.5984mil,14.1732mil,RECTANGLE,TEGGSPXW,geometry_only_unconfirmed
1353,BOTTOM,,1,4145.1649mil,2917.1955mil,12.5984mil,14.1732mil,RECTANGLE,CXEVOLFK,geometry_only_unconfirmed
1354,BOTTOM,,1,4145.0844mil,2945.115mil,12.5984mil,14.1732mil,RECTANGLE,OWTWIJED,geometry_only_unconfirmed
1355,BOTTOM,,1,4346.3333mil,5198.8794mil,33.4646mil,31.4961mil,RECTANGLE,LTGUGMMV,geometry_only_unconfirmed
1356,BOTTOM,,2,4346.3333mil,5143.7613mil,33.4646mil,31.4961mil,RECTANGLE,WOSRXBRC,geometry_only_unconfirmed
1357,BOTTOM,,2,4771.7095mil,5544.205mil,19.685mil,23.622mil,RECTANGLE,JPXKDYEL,geometry_only_unconfirmed
1358,BOTTOM,,1,4811.0796mil,5544.205mil,19.685mil,23.622mil,RECTANGLE,NHLGRPDE,geometry_only_unconfirmed
1359,BOTTOM,,2,4811.0796mil,5640.6982mil,19.685mil,23.622mil,RECTANGLE,WJRJTTBE,geometry_only_unconfirmed
1360,BOTTOM,,1,4771.7095mil,5640.6982mil,19.685mil,23.622mil,RECTANGLE,EJFVLLPF,geometry_only_unconfirmed
1361,BOTTOM,,2,4744.6907mil,5402.8417mil,19.685mil,23.622mil,RECTANGLE,GFLLKEFH,geometry_only_unconfirmed
1362,BOTTOM,,1,4744.6907mil,5363.4716mil,19.685mil,23.622mil,RECTANGLE,HLIBTENU,geometry_only_unconfirmed
1363,BOTTOM,,2,4868.9661mil,5510.3592mil,19.685mil,23.622mil,RECTANGLE,XAKVDBOP,geometry_only_unconfirmed
1364,BOTTOM,,1,4829.596mil,5510.3592mil,19.685mil,23.622mil,RECTANGLE,RULUXKSG,geometry_only_unconfirmed
1365,BOTTOM,,2,4848.1123mil,5544.205mil,19.685mil,23.622mil,RECTANGLE,JSTAWTEX,geometry_only_unconfirmed
1366,BOTTOM,,1,4887.4824mil,5544.205mil,19.685mil,23.622mil,RECTANGLE,XUIPKFHH,geometry_only_unconfirmed
1367,BOTTOM,,2,4887.4826mil,5640.6982mil,19.685mil,23.622mil,RECTANGLE,SQUHGQCD,geometry_only_unconfirmed
1368,BOTTOM,,1,4848.1125mil,5640.6982mil,19.685mil,23.622mil,RECTANGLE,YFDCDEDS,geometry_only_unconfirmed
1369,BOTTOM,,2,4829.0331mil,5675.107mil,19.685mil,23.622mil,RECTANGLE,CPVVJGSM,geometry_only_unconfirmed
1370,BOTTOM,,1,4829.0331mil,5714.4771mil,19.685mil,23.622mil,RECTANGLE,YYLTUAYN,geometry_only_unconfirmed
1371,BOTTOM,,2,4809.9109mil,5576.3126mil,19.685mil,23.622mil,RECTANGLE,QJCSYGVP,geometry_only_unconfirmed
1372,BOTTOM,,1,4849.281mil,5576.3126mil,19.685mil,23.622mil,RECTANGLE,BTXKDXHU,geometry_only_unconfirmed
1373,BOTTOM,,2,4809.9109mil,5608.5906mil,19.685mil,23.622mil,RECTANGLE,NEPEHMDQ,geometry_only_unconfirmed
1374,BOTTOM,,1,4849.281mil,5608.5906mil,19.685mil,23.622mil,RECTANGLE,GVMTYBQB,geometry_only_unconfirmed
1375,BOTTOM,,4,4567.6067mil,5612.1363mil,41.3386mil,23.622mil,ROUNDEDRECTANGLE,OUTHGFJH,geometry_only_unconfirmed
1376,BOTTOM,,3,4567.6067mil,5572.7663mil,41.3386mil,23.622mil,ROUNDEDRECTANGLE,CNCBMNCR,geometry_only_unconfirmed
1377,BOTTOM,,2,4687.6855mil,5572.7663mil,41.3386mil,23.622mil,ROUNDEDRECTANGLE,SQWTKUXP,geometry_only_unconfirmed
1378,BOTTOM,,1,4687.6855mil,5612.1363mil,41.3386mil,23.622mil,ROUNDEDRECTANGLE,CBOVSKKX,geometry_only_unconfirmed
1379,BOTTOM,,1,4511.9413mil,3500.2147mil,25mil,25mil,ROUND,OCSEKOWT,geometry_only_unconfirmed
1380,BOTTOM,,2,4348.243mil,3216.0093mil,19.685mil,23.622mil,RECTANGLE,XFUOSTRK,geometry_only_unconfirmed
1381,BOTTOM,,1,4348.243mil,3255.3794mil,19.685mil,23.622mil,RECTANGLE,LXXIEVGO,geometry_only_unconfirmed
1382,BOTTOM,,1,4237.6178mil,5098.2626mil,74.8031mil,94.4882mil,RECTANGLE,GRBVWRDQ,geometry_only_unconfirmed
